11519121-n	untu niṅ gĕlap
00883297-n	upadeśa
05943300-n	upadeśa
06671484-n	upadeśa
10694258-n	upādhyāya
07314838-n	upadrawa
05820620-n	upadṛṣṭa
05925366-n	upadṛṣṭa
13279262-n	upah
05142863-n	upahan
13279262-n	upahan
01089778-n	upakāra
01207609-n	upakāra
01226941-n	upakāra
13265011-n	upakāra
06715223-n	upakāraṇa
04640538-n	upakṣama
05820620-n	upama
07308889-n	upama
13853808-n	upama
03169390-n	uparĕṅga
03520811-n	upasarga
05687338-n	upasarga
07289014-n	upasarga
01726692-n	uraga
07352190-n	ūrmi
05562249-n	uru
15167027-n	uṣā
03740161-n	uṣadha
00912960-n	utpada
00517728-n	utsawa
08253640-n	utsawa
00517728-n	utsawakarma
05538625-n	uttamāṅga
13831176-n	uttara
07168131-n	utus
07279687-n	utus
05289297-n	utwat
07296428-n	uwah
05546040-n	uwaṅ
03740161-n	uwat
04074482-n	uwat
07813107-n	uyah
14855724-n	uyuh
07110457-n	wacana
07181935-n	wāda
07184149-n	wāda
04531098-n	waḍah	wawaḍah
05600637-n	wadana
05600637-n	wadani
00220522-n	wadha
00202284-n	wādhaka
03839795-n	wādhaka
10780632-n	wadhū
10787470-n	wadhūjana
05562249-n	wadidaṅ
03800933-n	wāditra
10787470-n	wadwan	wadon
13480848-n	wahni
10020890-n	waidya	wedya
00964569-n	wairawigraha
13980288-n	wairawigraha
05282746-n	waja
02374451-n	wāji
03589791-n	waju
06282651-n	wāk
07110457-n	wāk
05552607-n	wakṣa
05554405-n	wakṣa
07110457-n	wākya
07238694-n	wākya
04059701-n	walakaṅ	balakaṅ
02229544-n	walaṅ
02788021-n	walantaga
00965404-n	walātkāra	balātkāra
10020890-n	walen
10707233-n	walen
08565894-n	walĕr
08592656-n	walĕr
01235258-n	walĕs
11417129-n	walĕs
10309896-n	walija
10720453-n	walija
07450842-n	walikrama
08253640-n	walikrama
14656219-n	waliraṅ
09963320-n	wallawa	ballawa
10780284-n	walu	walu-walu
14698884-n	wāluka
14839846-n	wāluka
15019030-n	wāluka
01895735-n	walulaṅ
14759722-n	walulaṅ
05269901-n	waluṅ
10020890-n	walyan
10707233-n	walyan
08625462-n	wāma
09284015-n	wana
04623612-n	wañci
07551052-n	wañci
07970721-n	wandhuwarga	bandhuwarga
03916031-n	waṅi-waṅi	wawaṅi
10309896-n	waṇigjana
10309896-n	waṇik
10720453-n	waṇik
10780632-n	wanitā
10787470-n	wanitā
05555688-n	waṅkiṅ	waṅkiṅ-waṅkiṅ, waṅkiṅ-waṅkiṅan
05868272-n	waṅkiṅ	waṅkiṅ-waṅkiṅ, waṅkiṅ-waṅkiṅan
05559256-n	waṅkwaṅ	waṅkoṅ
05578442-n	waṅlu	wawaṅlu
13813042-n	waṅśa
13813042-n	waṅśasantāna
07292694-n	wantah
07959016-n	wantah
15168790-n	waṅuṇ ḍahina
01226941-n	wara
13265011-n	wara
00033020-n	warah	warah-warah
06634376-n	warah	warah-warah
06681551-n	warah	warah-warah
02503517-n	wāraṇa
02936714-n	waraṅka
02936714-n	waraṅkakan
01226941-n	waraprasāda
14447908-n	waras
02742753-n	warayaṅ
14845743-n	wari	warih
14656219-n	wariraṅ
00042757-n	warjana
06409752-n	warṇanā	warṇana
11501381-n	warṣa
15203791-n	warṣa
11501381-n	warṣapāta
08177592-n	waśa	baśa
10461424-n	waśa	baśa
14442933-n	waśa	baśa
02728440-n	wasana
02129604-n	wasari	wasarya
03648219-n	wasĕ-wasĕhan
06333653-n	wastha	wasta
06339416-n	wastha	wasta
02728440-n	wastra
00002684-n	wastu
09270894-n	wasundhara	wasundharī
08512736-n	watĕs
08565894-n	watĕs
11525955-n	wati
01887896-n	watsa
02403454-n	watsya	watsyu
09416076-n	watu karaṅ
08521623-n	wawala
07188685-n	wawaṅyan
13984944-n	wawayaṅ
04068976-n	wawayaṅan	wayaṅ-wayaṅan
04924103-n	wayah
07524529-n	wĕdi
02728440-n	wĕḍihan
02411705-n	wĕḍus
02416519-n	wĕḍus
13265011-n	wehan
05546040-n	wĕhaṅ
10373998-n	wĕka wet
10373998-n	wĕka-wĕka
09428293-n	welā
09258715-n	wĕlah
04829550-n	wĕlas
04829550-n	wĕlas-arĕp	wĕlas-harĕp
04337974-n	wĕnaṅ
04426788-n	wĕnaṅ
01887474-n	wĕnaṅ-wĕnaṅ
15019030-n	wĕni
15167027-n	wĕṅi
05254795-n	weṇi
13901321-n	weṇu
00964569-n	wera
13980288-n	wera
05136150-n	wera
05919263-n	wĕrdaya
07946851-n	weri
10055847-n	weri
14642417-n	wĕsi
03259505-n	weśma
03544360-n	weśma
03259505-n	weśmālaya
03544360-n	weśmālaya
00007347-n	wet
13832355-n	wetan
05556943-n	wĕtĕṅ
05108947-n	wĕwĕh
13497135-n	wĕwĕh
03169390-n	wibhūṣi
07138085-n	wicāra
03714235-n	wida
14997012-n	wida
00023271-n	widyājña
03839795-n	wighnakārya
01503061-n	wihagani
01503061-n	wihaṅgama
03781244-n	wihantĕn
03781244-n	wihāra	bihāra
05687338-n	wihasĕk	wiyasĕk
07524242-n	wihasĕk	wiyasĕk
07524529-n	wihasĕk	wiyasĕk
09436708-n	wihāya
01639765-n	wihuṅ
13135832-n	wīja
05552607-n	wijaṅ
05554405-n	wijaṅ
07473441-n	wijaya
04857083-n	wikrama
05121418-n	wilaṅ
07959016-n	wilaṅ
01726692-n	wileśaya
01895735-n	wilulaṅ
14759722-n	wilulaṅ
09773245-n	wimitra
13901585-n	windu
00429048-n	winedana
10780632-n	wini
13135832-n	winih
13371958-n	wintĕn
05898568-n	wipraya
05982152-n	wipraya
14440137-n	wiraṅ
10325013-n	wīrasiṅha
07535010-n	wiro
07184149-n	wiruddha
15032376-n	wiṣa
01503061-n	wiṣkira
03544360-n	wisma
02897820-n	wiṣṭaka
05051249-n	wistara	wistāra
05098942-n	wistara	wistāra
05133107-n	wistara	wistāra
13871717-n	wistara	wistāra
15133621-n	wistara	wistāra
09805475-n	wiśwakarma
15032376-n	wiṣya
00002684-n	wita
13244109-n	wita
04756887-n	witarka
05698247-n	witarka
06782019-n	witarka
06782680-n	witarka
01168961-n	wiwāda
07138085-n	wiwāda
07181935-n	wiwāda
09238926-n	wiwaraguhā
02416519-n	wiwi
13497135-n	wiwṛddhi
14489699-n	wiwṛddhi
09505418-n	wiwudha
09505418-n	wiwudhāṅga
09436708-n	wiyat	wihat
09436708-n	wiyati	wyati , awyati
01639765-n	wiyuṅ
02395406-n	wök
11669921-n	woṅa
03679986-n	wowotan
06642138-n	wratta
07223450-n	wratta
02484322-n	wre	wray
07524529-n	wri
13104059-n	wṛkṣa
15098161-n	wṛkṣa
11501381-n	Wṛṣṭi
03636649-n	wṛtti
04008634-n	wugari
04059701-n	wugat	wugat-wugat
04572344-n	wulakan
08507558-n	wulakan
09443453-n	wulakan
09358226-n	wulan
15209413-n	wulan
13129165-n	wuli	wuwuli
13129165-n	wulih
11669921-n	wuṅa
06673142-n	wuni
05718254-n	wuni
05793554-n	wuṅkalan
13790712-n	wuṅkalan
02157557-n	wuntut
04059701-n	wuri
01887896-n	wuruk
13497135-n	wuwuh
07813107-n	wuyah
09972010-n	wwaṅ sānak	wwaṅ anak
10235549-n	wwaṅ sānak	wwaṅ anak
10129133-n	wwil	wil
14070360-n	wyādhaya
14061805-n	wyādhi
14070360-n	wyādhi
02129604-n	wyāghra
05823932-n	wyakti
05824739-n	wyakti
06738281-n	wyakti
01726692-n	wyāla
05667613-n	wyawastha	byawastha
05846054-n	wyawastha	byawastha
14442933-n	wyawastha	byawastha
08565506-n	wyoma
09436708-n	wyoma
15168790-n	wyuṣṭa
00227595-n	yajñakārya
03053474-n	yaṣṭi
04317420-n	yaṣṭi
07495551-n	yātanā
00267522-n	yatna
00786195-n	yatna
04865114-n	yatna
10622053-n	yodha
10768585-n	yodha
08506641-n	yodhabhūmi
00953559-n	yuddha
01236296-n	yuddha
10768585-n	yuddhaga
07963711-n	yukti
00829107-v	amitĕṅĕnakĕn	mitĕṅĕnakĕn
02626604-v	adadi	madadi
01904293-v	aṅumbaṅ	maṅumbaṅ
01090335-v	apraṅ	mapraṅ
01629000-v	asuṅ	masuṅ
02200686-v	asuṅ	masuṅ
02230772-v	asuṅ	masuṅ
00829107-v	awacana	mawacana
00963570-v	awacana	mawacana
01090335-v	ayuddha	mayuddha
01189427-v	opawāsa	mopawāsa
01828405-v	peṅin	meṅini, ameṅini
00898210-v	maṅgut	umaṅgut
02016523-v	mañjiṅ	umañjiṅ
02680814-v	mari	umari, māri
00004032-v	mĕhah	umĕhah
01045419-v	mĕhah	umĕhah
00004032-v	mĕkĕh	umĕkĕh
01045419-v	mĕkĕh	umĕkĕh
01940403-v	mör	umör
02129289-v	mulat	umulat
00484166-v	a-usan
02680814-v	a-usan
00348746-v	abakal
00105554-v	abañol	abañwal
02004874-v	abaṅsul
02259005-v	abaṇyāga
00426958-v	abĕluṅ	abĕlus
01168468-v	abhobhoja
01828736-v	abhoga
02191546-v	abhoga
00953216-v	abrawit
00963570-v	abrawit
01009240-v	abrawit
01212572-v	acaṇḍak
01439190-v	acaṇḍak
01714208-v	acaraṇa
02259005-v	adagaṅ
01072949-v	adodolan
02418686-v	adodolan
02203362-v	adwe
01236164-v	agaṭik
00812580-v	agonita
00813978-v	agonita
02200686-v	ahatur	atur
00788184-v	ajĕmur
02544348-v	ajudi
01047745-v	ajugug
00328128-v	akĕla-kĕlan
01664172-v	akĕla-kĕlan
01545314-v	akiḍukus
02062632-v	akiḍukus
01545314-v	akiḍupuh
01045419-v	akik
02119874-v	akukur
01917980-v	alĕbu-lĕbuh
00550117-v	aliliron
02257767-v	aliliron
02046755-v	alisusan
02162947-v	alumĕṅ
02765924-v	alumĕṅ
01376245-v	amabar	ambabar, pamabar, pambabar
00291873-v	amaḍaṅi
01798936-v	amagakĕn
00102586-v	amahala
00141632-v	amahĕl
01303242-v	amahĕl
01354673-v	amahĕl
00983824-v	amāk
01994442-v	amalakaṅ	pamalakaṅ
02680814-v	amandhya	umandhya
01308160-v	amaṅuri
01120069-v	amaragi
00829107-v	amarahi	amarah-marahi
00081725-v	amarasi
01110517-v	amarawaśa	pinarawaśa
00462092-v	amarawaśika
01770501-v	amaribini
02540670-v	amariwara
02547586-v	amariwara
00036362-v	amasuh	aṅwasuh
01535246-v	amasuh	aṅwasuh
01323958-v	amatī	matī, umatī, amatyani
00766418-v	ambada
02319050-v	ambahak
02321391-v	ambahak
00456596-v	ambaṇḍiṅi
02657219-v	ambaṇḍiṅi
01303242-v	ambaṇḍut
01449974-v	ambawa
02077656-v	ambawa
01764171-v	ambawur
02157731-v	ambawur
01798936-v	ambhagnakĕn
01168468-v	ambhakṣa
01828736-v	ambhoga
00858781-v	ambuṅah
01456771-v	amĕdĕli
01323958-v	amĕjah	mĕjah
01323958-v	amĕjahakĕn
01323958-v	amĕjahi	umĕjahi
02207206-v	amĕli
00829107-v	amĕliṅ
01921964-v	amenek
00335923-v	amĕṅgak
00795863-v	amĕṅiṅ
02452885-v	amĕṅiṅ
02557199-v	amialaṅ
02499629-v	amidaṇḍa
00102586-v	amikāra	amikāre, amikārani
01382083-v	amipik
01593937-v	amipis	umipis
02169702-v	amirĕṅ
01277974-v	amiru-miru
00845299-v	amisuh
00775831-v	amiwal	amiwa-miwal
01116585-v	amiwal	amiwa-miwal
02583545-v	amiwal	amiwa-miwal
02666239-v	amrabheda
01323958-v	amralayākĕn
02477755-v	amralīnākĕn
00759944-v	amrārthana
02704617-v	amrati
00665886-v	amratibaddhākĕn	umratibaddhākĕn
01340439-v	amratibaddhākĕn	umratibaddhākĕn
01110517-v	amrĕpĕki
01120069-v	amrĕpĕki
01120069-v	amrĕpi
01814815-v	amuluhi
01231652-v	amulus
00018526-v	amuṅu-muṅu
00018526-v	amuṅu	muṅu, umuṅu
00081725-v	amūrṇakĕn
00081725-v	amūrṇani
02528380-v	amuruṅi
02544348-v	amwat toh
00001740-v	aṅabab
02397637-v	aṅabhiṣeka	mabhiṣeka, ambhiṣeka
00456596-v	anabuk	anabuki
02657219-v	anabuk	anabuki
01445932-v	anahut	sumahut, silih sahut
01505254-v	aṅākarṣaṇa
02129289-v	aṅakṣi
01439745-v	aṅakup
00842538-v	analah
00842772-v	analah
01085474-v	aṅalaṅi	aṅhalaṅi
02557199-v	aṅalaṅi	aṅhalaṅi
00126264-v	analin
00550117-v	analin
01764171-v	aṅalin-alinakĕn
02144835-v	anamar-namar
00081725-v	anambani	tumambani
01398032-v	aṅambĕt
01376245-v	anamburatakĕn
01398032-v	añamĕṭi	den-camĕṭi
00540235-v	anamprasāra
00816556-v	aṅaṅasi
02237338-v	aṅaṅasi
01567275-v	anandur
01567275-v	ananĕm
01432601-v	anaṅguṅ
01449974-v	anaṅguṅ
00018526-v	anaṅhi
00069879-v	aṅani
01793177-v	aṅani
00069879-v	aṅanini
01793177-v	aṅanini
02025550-v	aṅaṇṭi
01639364-v	aṅantih
02046755-v	aṅantih
01129337-v	aṅanurakṣa
01129876-v	aṅanurakṣa
00865958-v	anāpa	śumāpa
01110517-v	anaputi	sumaputi
01332730-v	anaputi	sumaputi
01168468-v	aṅara
01170052-v	añarak
01814815-v	aṅarih
01448100-v	anarik
01505254-v	anarik
00069879-v	añarik	cumarik
01793177-v	añarik	cumarik
00939277-v	aṅarti
01231652-v	aṅarug	silih arug
00069879-v	anatwani	anatoni
01793177-v	anatwani	anatoni
02557199-v	aṅawaraṇa	umawaraṇa
02200686-v	anawi
02540670-v	aṅawula	kumawula
02129289-v	anayana	kanayana
00735571-v	aṅdan
01463963-v	aṅdan
02540670-v	aṅdasih
00291873-v	aṅdilahi
02759614-v	aṅdilahi
02765924-v	andipa
00291873-v	aṅdīpe
02203362-v	andrĕwe	dumṛwya
01020005-v	andriyani
01370561-v	aṅdugaṅ
01236164-v	anduk
02023107-v	anduk
02025550-v	aṅdulur	andulur, dumulur
02201644-v	aṅdūmakĕn
01370561-v	aṇḍumpak
01524523-v	aṅĕbĕki
02256998-v	anĕbus	tumĕbus
00452512-v	anĕhi
02649042-v	anĕhi
00014201-v	aṅĕkĕs
00328128-v	aṅĕla
01664172-v	aṅĕla
01770501-v	anĕmaṅ	anĕmaṅi
01236164-v	anĕmbaṅ
01398032-v	añĕmĕṭi
01332730-v	aṅĕmuki
02319050-v	aṅĕntal
02321391-v	aṅĕntal
01673891-v	anĕnun
01885580-v	aṅĕpĕti
01110517-v	aṅeruti
00842538-v	aneṣṭawa
00842772-v	aneṣṭawa
00842772-v	anĕtĕh	tumĕtĕh
01414467-v	anĕtuk
01231652-v	anĕwĕk	silih tĕwĕk
01639364-v	aṅgantih
02046755-v	aṅgantih
01398919-v	aṅgapuk
02119874-v	aṅgarit
01759326-v	aṅgatgat
00014201-v	aṅgĕgĕs
00916274-v	aṅgĕlur
01779165-v	aṅgĕmĕr
00335923-v	aṅgĕmpur
01398919-v	aṅgĕpuk
00916274-v	aṅgĕrĕṅ
01875295-v	aṅgiṅgaṅ
01729431-v	aṅgīta
01456771-v	aṅgitĕl
01612084-v	aṅgotakĕn
01048718-v	aṅgroṅ()
00331082-v	aṅgugurinda
01445932-v	aṅgugut
01456771-v	aṅgugut
01131902-v	aṅgutuk
01168468-v	aṅharaka
02066939-v	aṅhilī	aṅili, humilī, umili
00456596-v	aṅhiribakĕn
02657219-v	aṅhiribakĕn
00452512-v	aṅibĕkakĕn
02649042-v	aṅibĕkakĕn
01545314-v	aṅiḍĕkĕs
02062632-v	aṅiḍĕkĕs
00101956-v	aṅidu
01467370-v	aṅiḍupuṅ
01708676-v	aṅigĕl
01998432-v	aṅikū
01503101-v	aṅilĕp
01345109-v	aṅinĕb
00811375-v	aniṅkiri
02025550-v	aṅiriṅakĕn	umiriṅakĕn
00456596-v	aniriṅi
02657219-v	aniriṅi
00333758-v	anīrṇākĕn	śumīrṇākĕn
00333758-v	anīrṇāni	anīrṇe
02295550-v	anisihi
01309143-v	anisik
00036362-v	aṅisuhi	umisuhi
01535246-v	aṅisuhi	umisuhi
01456771-v	aṅiwĕl
02540670-v	aniwita
01881180-v	aṅlambara
00668099-v	aṅlampahi
00126264-v	aṅlen
00550117-v	aṅlen
01831531-v	aṅlen
01835496-v	aṅlen
01806505-v	aṅlĕṅĕrakĕn
01806505-v	aṅlĕṅlĕṅi
00246217-v	aṅlĕpih
00246217-v	aṅlĕpihakĕn
00246217-v	aṅlĕpihi
01764171-v	aṅlĕtuh-lĕtuh	aṅlĕtuhi
01105639-v	aṅlĕwihi	lumĕwihi
02669081-v	aṅlĕwihi	lumĕwihi
00993014-v	aṅlikhita
01105639-v	aṅlimpadi
02669081-v	aṅlimpadi
01963942-v	aṅliñcak	lumiñcak
00987071-v	aṅlukis
01684899-v	aṅlukis
01120069-v	aṅlurugi
01445932-v	anokot
01424456-v	aṅolakĕn
02004874-v	aṅombali
00088339-v	aṅracun
00036362-v	aṅradin
01535246-v	aṅradin
01332730-v	aṅrahabi
01814815-v	aṅrapu
01593937-v	aṅrĕmĕkakĕn
01593937-v	aṅrĕmpu
01045419-v	aṅreṅan
02639075-v	aṅrereṅo
01806505-v	aṅrĕsĕpi
01085474-v	aṅriwĕg
02557199-v	aṅriwĕg
01708676-v	anṛtta
01793177-v	aṅruntiki
02169702-v	aṅruṅu
02169702-v	añruti
02144835-v	aṅubdha
01231652-v	anuduk
02504562-v	aṅudwakĕn
01047745-v	anugug
02542795-v	anuhoni
01231652-v	anuhuk	silih tuhuk
00069879-v	aṅukali
01236164-v	aṅukali
01400044-v	aṅukali
01793177-v	aṅukali
01998432-v	anukāra
01998432-v	anukṛta
02207206-v	anuku
02262752-v	anukul
01332730-v	anukup	tumukup
01332730-v	anukupi	tumukupi
00489837-v	aṅukur
01332730-v	aṅulili
02144835-v	aṅulili
01201856-v	aṅulu
01535246-v	aṅumbah
01231652-v	anumbak
02207206-v	anumbas
02160944-v	anumpĕr
00334996-v	anumpur	anumpurakĕn
02123672-v	aṅuṅas	aṅuṅas-uṅas
02124748-v	aṅuṅas	aṅuṅas-uṅas
02125032-v	aṅuṅas	aṅuṅas-uṅas
02025550-v	aṅuṇḍaṅi
01974062-v	aṅuṅgahakĕn
00665886-v	anuṅgĕṅ
00335923-v	aṅuñjĕm
01593937-v	aṅuñjĕm
02526085-v	anuṅkap
01217043-v	aṅupapīra
01764800-v	aṅupaśamākĕn
01814815-v	aṅupaśamākĕn
00865958-v	aṅupatani
00842538-v	aṅupit
00842772-v	aṅupit
02119874-v	añurak-ñarik
00151689-v	aṅuraṅi	aṅura-ṅuraṅi
00441445-v	aṅuraṅi	aṅura-ṅuraṅi
01231652-v	añurik
01593937-v	añūrṇa	añūrṇani, añūrṇakĕn
02066939-v	anūs
00621734-v	anusahakĕn
01770501-v	anusahakĕn
01249724-v	aṅusuk
01249724-v	aṅuswani
00953216-v	aṅutara
01998432-v	anuturakĕn	tumuturakĕn
02025550-v	anuturakĕn	tumuturakĕn
01998432-v	anutūt
02542280-v	anutūt
02119874-v	aṅuwil
00795863-v	apamalĕr
01857392-v	apaṅanti
01120069-v	apĕrĕpan
00923793-v	apinton	aminton
02148788-v	apinton	aminton
02238085-v	āpti
02526085-v	āpti
02284951-v	apuhak
01661804-v	ararapuh
00550117-v	asalin
02540670-v	asawita
00858781-v	asĕṅgak	asĕsĕṅgakan
00912473-v	asĕṅgak	asĕsĕṅgakan
01231652-v	asuduk
01236164-v	atabĕh
01398919-v	atabĕh
02016523-v	atama
02428924-v	atĕbĕṅan
00001740-v	atośwasa
01998432-v	atut buri	anut buri
00005815-v	awatuk
00156601-v	awĕwĕh
01621555-v	awijil
01739814-v	awijil
00775156-v	awirodha
00915830-v	awisik-wisik
00812580-v	awiwāda
00775156-v	awiwilan
02200686-v	awwat-wwat
01708676-v	babaksan	ababaksan
00309310-v	babal
00333594-v	babal
02259005-v	baṇyajakriyā
00775156-v	baraṅ wirodha	bara wirodha
02770170-v	barat
02406585-v	bawati	bawata
00309310-v	bĕḍah
00333594-v	bĕḍah
01369346-v	bĕḍah
01989053-v	bĕḍah
00309310-v	bĕñcah
02467662-v	bĕntar
01664172-v	bĕṭĕk
01128193-v	cumĕkĕh
01212572-v	cumĕkĕl	cumĕkĕli
02169702-v	ḍĕṅĕt
02169702-v	ḍĕṅö
01543123-v	ḍuḍuk
01448100-v	dudut
01505254-v	dudut
01985029-v	dumaga
02685390-v	ḍumĕpa
00887463-v	dumīkṣā
01432176-v	dumilat	aṅdilat
01392237-v	dumilati	andilati
01907258-v	eṅgok
02096167-v	eṅgok
02347220-v	gaḍay
00162688-v	gumantyani
02257767-v	gumantyani
02406585-v	gumantyani
00484166-v	gumĕnĕpi
01048718-v	gumĕtĕr
02145814-v	gumopita
01866192-v	gumulumpuṅ
00031820-v	gumuyu	gumuyu-guyu
02049696-v	humalintaṅ	malintaṅ, lumintaṅ
02050132-v	humalintaṅ	malintaṅ, lumintaṅ
02669081-v	humalintaṅ	malintaṅ, lumintaṅ
01116585-v	humawĕri
02583545-v	humawĕri
02467662-v	humĕlĕti
00156601-v	humwat
00394813-v	inamĕs
02200686-v	inarpaṇa
00036362-v	inasĕhan
01535246-v	inasĕhan
00688377-v	kabhaktin	kabhaktyan
02001858-v	kaburu
01236164-v	kacuṇḍuk
01976488-v	kaguluṅ	kaguluṅ-guluṅ
02041877-v	kaguluṅ	kaguluṅ-guluṅ
00023646-v	kahantu
02642814-v	kālāntara
01875295-v	kampa
01926311-v	kapalajĕṅ
01870275-v	kapalĕyö
02023107-v	kaparaṅguhan
02428924-v	kaparaṅguhan
00309310-v	karĕṅat
00014201-v	karusan
00360501-v	kasilĕm
01989873-v	kasilĕm
01875295-v	kasuluyuṅ
01877355-v	kasuluyuṅ
01236164-v	katampĕr
01881180-v	kawalasak
02119874-v	kinuku	kakuku, silih kuku
02077148-v	kīrṇa
02286687-v	kolaran
01904293-v	kumambaṅ
01780202-v	kumawĕdi
02441022-v	kumĕl-umĕl
01414467-v	kumĕṇṭuṅ
00014549-v	kumilip
01831531-v	kumilip
01835496-v	kumilip
01212572-v	kumiṇḍayut
02066939-v	kumūkur
02162947-v	lĕṅis
02765924-v	lĕṅis
01992503-v	lumaṅkah
02016523-v	lumĕbĕt
01249724-v	lumepane
01041415-v	lumimba
01877355-v	lumimba
02160944-v	lumöṅ
02765924-v	lumöṅ
01963942-v	lumumpat
01963942-v	lumuñcat
01972298-v	lurū
01168468-v	mabhakṣaṇa
02242464-v	madwal	adol
02119874-v	magarut
02123672-v	mahaṅi	māṅi
01168468-v	mahāra
02254155-v	mahutaṅ
00912833-v	makaburĕṅak
00913065-v	makaburĕṅak
00328128-v	makĕla
01664172-v	makĕla
01562061-v	makĕtug
00005815-v	makokoh
00256507-v	malunan
02028366-v	maluweh
00001740-v	māmbĕkan
00779360-v	maṅaḍĕm
00607114-v	maṅadhyāya
00751567-v	maṅājñe	umājñe
02441022-v	maṅājñe	umājñe
00328128-v	mananĕk
01664172-v	mananĕk
01429455-v	manaṅkalik
01693881-v	maṅanukāra
01742886-v	maṅanukāra
01045419-v	maṅarut	maṅarut-arut
01249724-v	maṅĕsö
01759326-v	maṅhephepi
01048718-v	maṅhraṅguṅ
00205885-v	maṅhwatakĕn	kahwat
01974062-v	maṅhwatakĕn	kahwat
01545314-v	maṅkuk	amaṅkuk
01835496-v	maṅlampur
01881180-v	maṅlampur
00426958-v	maṅlarad
01994442-v	maṅlarad
01992503-v	maṅsĕh
02680814-v	mantĕn
01047745-v	maṅugug
01280014-v	maṅulisik
02765924-v	manuluh	sumuluh
02257767-v	maṅurup	silih urup
00784342-v	maprĕśna
00775156-v	masawala
01028748-v	mastani
00358431-v	mati	māti
02109818-v	mati	māti
00156601-v	mawṛddhi
02162947-v	mĕlĕṅ	mĕlĕṅ-mĕlĕṅ
00123170-v	mendah	apendah, mapendah
02666239-v	mendah	apendah, mapendah
01875295-v	meṅguh
01045419-v	mĕniṅ
00004032-v	mĕṅkĕh
00004032-v	mĕṅkuh
00004032-v	mĕṅsah
02499629-v	midoṣani
02499629-v	miduṣa
02129289-v	mihat	miyat
01875295-v	miṅguk
01877355-v	miṅguk
00152558-v	miṅkus
02063771-v	miṅkus
00358431-v	mokṣawa
02109818-v	mokṣawa
00665886-v	mraśiṣṭha
01372682-v	mucyar
00426958-v	mukṣaka
00098083-v	munarjiwākĕn
00152558-v	muṅkrĕd
00421917-v	muṅkrĕd
01463963-v	mupih	mupih-upih, aṅupih-upih
00426958-v	musna
01621555-v	mutthāpanākĕn
01739814-v	mutthāpanākĕn
00426958-v	nirwṛtti
00123170-v	owah
00126264-v	owah
02256998-v	panĕbus
02014165-v	paṅkat
01828736-v	pinaribhoga
02770170-v	prabhañcana
02544348-v	pranita
01227675-v	praweśa	mapraweśa
01993031-v	praweśa	mapraweśa
02016523-v	praweśa	mapraweśa
00813044-v	prekṣaka
02770170-v	riwutpāta
02016523-v	rumaṅsuk
01424456-v	rumohakĕn
00907147-v	sambilāpa
02347220-v	saṇḍa	sasaṇḍan
02295550-v	sasisihan
01231652-v	silih duduk
02062212-v	silih duduk
01416871-v	silih tampyal
01871979-v	sinuṇḍuṅakĕn	sĕlaṅ suṇḍuṅ
01332730-v	sumab
02526085-v	sumādhana
02540670-v	sumahakāryani
02547586-v	sumahakāryani
01217043-v	sumake
02547586-v	sumakuta
00948071-v	sumaṅkhya
01439190-v	sumarimpĕd
01962865-v	sumĕlĕm
00291873-v	sumĕnĕhi
01962865-v	sumilĕm
01907258-v	sumiṅgĕk
02096167-v	sumiṅgĕk
01227675-v	tama
01993031-v	tama
02016523-v	tama
01611516-v	tumeretes
01742886-v	tumirun
02542280-v	tumirun
01611516-v	tumitis
01999423-v	tumuntunakĕn
02440244-v	tumuntunakĕn
01332730-v	tumutupi
01345109-v	tumutupi
01998432-v	tumutur
02025550-v	tumutur
00614057-v	tyajanti
00614057-v	tyakta
02503803-v	umasar
02504017-v	umasar
02016523-v	umasuk
00858781-v	umāśwāsa
01814815-v	umāśwāsa
01085474-v	umawantĕn
02557199-v	umawantĕn
00004032-v	umĕkah
01045419-v	umĕkah
01045419-v	umĕntak
00426958-v	umukṣa
00983824-v	umuktyakĕn
01315613-v	umulisak	mulisak
02153709-v	umulisak	mulisak
01009240-v	umuwacakĕn
01236164-v	upaghāta
00026385-v	wasanti
00779360-v	wasanti
02707251-v	winani	winani-wani
00609100-v	wismṛti
00328128-v	wudun
12922763-n	adal-adal
12402596-n	aśwattha
12434775-n	bawaṅ
12402596-n	bodhi
02008316-n	caṅak
12527569-n	caṅkriṅ
12190869-n	duryan
12171750-n	gandapura
12397210-n	guñje	guñjay
12939282-n	hadas
12118661-n	jahĕli	jahli, jali
12584365-n	kacu
02560546-n	kakap
11695974-n	kanaṅa
12200905-n	kanigara
12167602-n	karawila
12200905-n	karṇikāra
11946051-n	kasumba
12195734-n	kĕpuh
12416703-n	kumkuma
12356960-n	laja
12366675-n	maṅgis
12696492-n	mimba
12366507-n	muṇḍu
12510343-n	palāśa
12154628-n	paṇḍan
12148610-n	pĕtuṅ
11755694-n	pilaṅ
12761123-n	poh
12364379-n	punnāga
12192722-n	rājasa
12916511-n	śāka
11879505-n	sawi	sasawi, sawi-sawi
12522894-n	śiṅkṣapa
12492106-n	taṅguli
11716041-n	utpala
00061262-a	gapitan
00062367-a	gapitan
00062367-a	lagut
00082034-a	sudhīra
00085264-a	cala-cala	cala-calan, acala-calan
00101609-a	harimbawā
00197773-a	jagani
00252130-a	alañji
00264776-a	ciṅiṅ
00279092-a	alöṅ
00279332-a	awiṅa-wiṅan
00281657-a	awa	mawa, māwa, awā, māwā
00299690-a	asugal
00409440-a	nīla
00418364-a	ahĕniṅ	mahĕniṅ, ahniṅ
